Date,Close
10/1/2012 16:00:00,47.8
10/2/2012 16:00:00,47
10/3/2012 16:00:00,47.2
10/4/2012 16:00:00,47.2
10/5/2012 16:00:00,45.4
10/8/2012 16:00:00,43.8
10/9/2012 16:00:00,43.6
10/10/2012 16:00:00,43
10/11/2012 16:00:00,42.8
10/12/2012 16:00:00,44
10/15/2012 16:00:00,43.2
10/16/2012 16:00:00,44.8
10/17/2012 16:00:00,44.8
10/18/2012 16:00:00,47
10/19/2012 16:00:00,44.2
10/22/2012 16:00:00,43.6
10/23/2012 16:00:00,43.2
10/24/2012 16:00:00,44.6
10/25/2012 16:00:00,44.6
10/26/2012 16:00:00,42.2
10/31/2012 16:00:00,42
11/1/2012 16:00:00,40.6
11/2/2012 16:00:00,38.8
11/5/2012 16:00:00,39.2
11/6/2012 16:00:00,38
11/7/2012 16:00:00,35.2
11/8/2012 16:00:00,34.2
11/9/2012 16:00:00,34
11/12/2012 16:00:00,33.6
11/13/2012 16:00:00,33.8
11/14/2012 16:00:00,32.68
11/15/2012 16:00:00,31.4
11/16/2012 16:00:00,32.2
11/19/2012 16:00:00,32.6
11/20/2012 16:00:00,33.8
11/21/2012 16:00:00,34
11/23/2012 16:00:00,35
11/26/2012 16:00:00,37.2
11/27/2012 16:00:00,37.6
11/28/2012 16:00:00,37.6
11/29/2012 16:00:00,38.2
11/30/2012 16:00:00,37
12/3/2012 16:00:00,36.6
12/4/2012 16:00:00,37.4
12/5/2012 16:00:00,36.4
12/6/2012 16:00:00,35.8
12/7/2012 16:00:00,35.5
12/10/2012 16:00:00,34.4
12/11/2012 16:00:00,35.6
12/12/2012 16:00:00,36.8
12/13/2012 16:00:00,35.6
12/14/2012 16:00:00,36.04
12/17/2012 16:00:00,37.6
12/18/2012 16:00:00,38.2
12/19/2012 16:00:00,40.44
12/20/2012 16:00:00,40.2
12/21/2012 16:00:00,38.8
12/24/2012 16:00:00,38.6
12/26/2012 16:00:00,37.2
12/27/2012 16:00:00,36.6
12/28/2012 16:00:00,36.4
12/31/2012 16:00:00,37.8
1/2/2013 16:00:00,39.4
1/3/2013 16:00:00,38.4
1/4/2013 16:00:00,38.8
1/7/2013 16:00:00,39.8
1/8/2013 16:00:00,39
1/9/2013 16:00:00,39.6
1/10/2013 16:00:00,40.6
1/11/2013 16:00:00,43
1/14/2013 16:00:00,43
1/15/2013 16:00:00,41
1/16/2013 16:00:00,40
1/17/2013 16:00:00,40.6
1/18/2013 16:00:00,39.6
1/22/2013 16:00:00,39.2
1/23/2013 16:00:00,38.4
1/24/2013 16:00:00,37.4
1/25/2013 16:00:00,37.4
1/28/2013 16:00:00,36.2
1/29/2013 16:00:00,36.6
1/30/2013 16:00:00,35.6
1/31/2013 16:00:00,35.8
2/1/2013 16:00:00,36
2/4/2013 16:00:00,36
2/5/2013 16:00:00,37.8
2/6/2013 16:00:00,36.2
2/7/2013 16:00:00,36.2
2/8/2013 16:00:00,36.4
2/11/2013 16:00:00,36
2/12/2013 16:00:00,36.4
2/13/2013 16:00:00,38
2/14/2013 16:00:00,38
2/15/2013 16:00:00,37.8
2/19/2013 16:00:00,38
2/20/2013 16:00:00,37.2
2/21/2013 16:00:00,36.6
2/22/2013 16:00:00,36.8
2/25/2013 16:00:00,35
2/26/2013 16:00:00,36
2/27/2013 16:00:00,36
2/28/2013 16:00:00,36.4
3/1/2013 16:00:00,36.6
3/4/2013 16:00:00,35.8
3/5/2013 16:00:00,36.6
3/6/2013 16:00:00,36.8
3/7/2013 16:00:00,40.2
3/8/2013 16:00:00,41
3/11/2013 16:00:00,41.2
3/12/2013 16:00:00,40.9
3/13/2013 16:00:00,41
3/14/2013 16:00:00,41.8
3/15/2013 16:00:00,42
3/18/2013 16:00:00,42.6
3/19/2013 16:00:00,42.4
3/20/2013 16:00:00,43.2
3/21/2013 16:00:00,43
3/22/2013 16:00:00,43.2
3/25/2013 16:00:00,43.2
3/26/2013 16:00:00,43.4
3/27/2013 16:00:00,43.6
3/28/2013 16:00:00,45.6
4/1/2013 16:00:00,47.4
4/2/2013 16:00:00,47
4/3/2013 16:00:00,48
4/4/2013 16:00:00,45.6
4/5/2013 16:00:00,48.4
4/8/2013 16:00:00,49.4
4/9/2013 16:00:00,51.2
4/10/2013 16:00:00,53.8
4/11/2013 16:00:00,53.8
4/12/2013 16:00:00,51.4
4/15/2013 16:00:00,49.4
4/16/2013 16:00:00,50.2
4/17/2013 16:00:00,48.9
4/18/2013 16:00:00,48
4/19/2013 16:00:00,50
4/22/2013 16:00:00,50.2
4/23/2013 16:00:00,50.6
4/24/2013 16:00:00,49
4/25/2013 16:00:00,50
4/26/2013 16:00:00,49.8
4/29/2013 16:00:00,49.6
4/30/2013 16:00:00,47
5/1/2013 16:00:00,43.8
5/2/2013 16:00:00,44.2
5/3/2013 16:00:00,43.6
5/6/2013 16:00:00,45
5/7/2013 16:00:00,41.2
5/8/2013 16:00:00,41
5/9/2013 16:00:00,41
5/10/2013 16:00:00,43.2
5/13/2013 16:00:00,42.6
5/14/2013 16:00:00,43
5/15/2013 16:00:00,41
5/16/2013 16:00:00,41.2
5/17/2013 16:00:00,40.2
5/20/2013 16:00:00,39.6
5/21/2013 16:00:00,39.2
5/22/2013 16:00:00,41
5/23/2013 16:00:00,40.8
5/24/2013 16:00:00,40.4
5/28/2013 16:00:00,40.4
5/29/2013 16:00:00,40.2
5/30/2013 16:00:00,40.4
5/31/2013 16:00:00,38.2
6/3/2013 16:00:00,37.8
6/4/2013 16:00:00,35.8
6/5/2013 16:00:00,38.2
6/6/2013 16:00:00,39.2
6/7/2013 16:00:00,37.6
6/10/2013 16:00:00,38.6
6/11/2013 16:00:00,37.6
6/12/2013 16:00:00,38.2
6/13/2013 16:00:00,39
6/14/2013 16:00:00,38
6/17/2013 16:00:00,38.4
6/18/2013 16:00:00,38.6
6/19/2013 16:00:00,37.8
6/20/2013 16:00:00,37.9
6/21/2013 16:00:00,40.2
6/24/2013 16:00:00,40.6
6/25/2013 16:00:00,39.8
